autor1,autor2,nProyectos
Melero Abaroa: Patricio,Silva Méndez: Ernesto,24
Silva Méndez: Ernesto,Ward Edwards: Felipe,23
Campos Jara: Cristián,Sepúlveda Orbenes: Alejandra,23
Morano Cornejo: Juan Enrique,Ojeda Uribe: Sergio,23
Flores García: Iván,Ojeda Uribe: Sergio,23
Andrade Lara: Osvaldo,Walker Prieto: Matías,23
Melero Abaroa: Patricio,Turres Figueroa: Marisol,23
Chávez Velásquez: Marcelo,Morano Cornejo: Juan Enrique,23
Cariola Oliva: Karol,Jiménez Fuentes: Tucapel,23
Espinosa Monardes: Marcos,Silber Romo: Gabriel,23
Ojeda Uribe: Sergio,Torres Jeldes: Víctor,23
Gutiérrez Pino: Romilio,Sandoval Plaza: David,23
León Ramírez: Roberto,Silber Romo: Gabriel,23
Barros Montero: Ramón,Hasbún Selume: Gustavo,23
Alvarez-Salamanca Ramírez: Pedro Pablo,Nogueira Fernández: Claudia,23
Carvajal Ambiado: Loreto,Girardi Lavín: Cristina,23
Silber Romo: Gabriel,Walker Prieto: Matías,23
Flores García: Iván,Sepúlveda Orbenes: Alejandra,23
Coloma Alamos: Juan Antonio,Gutiérrez Pino: Romilio,23
Jarpa Wevar: Carlos Abel,Silber Romo: Gabriel,23
Barros Montero: Ramón,Hoffmann Opazo: María José,23
Hernando Pérez: Marcela,Melo Contreras: Daniel,23
Kast Rist: José Antonio,Molina Oliva: Andrea,23
Molina Oliva: Andrea,Van Rysselberghe Herrera: Enrique,23
Robles Pantoja: Alberto,Silber Romo: Gabriel,23
Urrutia Bonilla: Ignacio,Van Rysselberghe Herrera: Enrique,23
Meza Moncada: Fernando,Pérez Arriagada: José,23
Chávez Velásquez: Marcelo,Sabag Villalobos: Jorge,23
Kort Garriga: Issa Farid,Molina Oliva: Andrea,23
Arriagada Macaya: Claudio,Gutiérrez Gálvez: Hugo,23
Kast Rist: José Antonio,Van Rysselberghe Herrera: Enrique,23
Alvarado Ramírez: Miguel Ángel,Castro González: Juan Luis,23
Pérez Lahsen: Leopoldo,Sepúlveda Orbenes: Alejandra,23
Chávez Velásquez: Marcelo,Rincón González: Ricardo,22
Chávez Velásquez: Marcelo,Torres Jeldes: Víctor,22
Hernando Pérez: Marcela,Rubilar Barahona: Karla,22
Meza Moncada: Fernando,Pérez Lahsen: Leopoldo,22
Fuenzalida Figueroa: Gonzalo,Verdugo Soto: Germán,22
Molina Oliva: Andrea,Trisotti Martínez: Renzo,22
Núñez Lozano: Marco Antonio,Torres Jeldes: Víctor,22
Campos Jara: Cristián,Letelier Norambuena: Felipe,22
Alvarado Ramírez: Miguel Ángel,Torres Jeldes: Víctor,22
Fuentes Castillo: Iván,Ojeda Uribe: Sergio,22
Araya Guerrero: Pedro,Espina Otero: Alberto,22
Rincón González: Ricardo,Vallespín López: Patricio,22
Letelier Norambuena: Felipe,Poblete Zapata: Roberto,22
Girardi Lavín: Cristina,Vallejo Dowling: Camila,22
Farcas Guendelman: Daniel,Rincón González: Ricardo,22
Jiménez Fuentes: Tucapel,Poblete Zapata: Roberto,22
Farcas Guendelman: Daniel,Pilowsky Greene: Jaime,22
Gutiérrez Pino: Romilio,Van Rysselberghe Herrera: Enrique,22
Gahona Salazar: Sergio,Turres Figueroa: Marisol,22
Espejo Yaksic: Sergio,Pilowsky Greene: Jaime,22
Alvarez-Salamanca Ramírez: Pedro Pablo,Coloma Alamos: Juan Antonio,22
Pilowsky Greene: Jaime,Urrutia Soto: Osvaldo,22
Sabag Villalobos: Jorge,Sepúlveda Orbenes: Alejandra,22
Monckeberg Díaz: Nicolás,Sabat Fernández: Marcela,22
Alvarez-Salamanca Ramírez: Pedro Pablo,Urrutia Soto: Osvaldo,22
Lorenzini Basso: Pablo,Torres Jeldes: Víctor,22
Farcas Guendelman: Daniel,Walker Prieto: Matías,22
Carvajal Ambiado: Loreto,Flores García: Iván,22
De Urresti Longton: Alfonso,Larraín Fernández: Hernán,22
Girardi Lavín: Cristina,Mirosevic Verdugo: Vlado,22
Monckeberg Díaz: Nicolás,Rathgeb Schifferli: Jorge,22
Morano Cornejo: Juan Enrique,Vallespín López: Patricio,22
Pilowsky Greene: Jaime,Silber Romo: Gabriel,21
Kast Sommerhoff: Felipe,Paulsen Kehr: Diego,21
Gutiérrez Gálvez: Hugo,Poblete Zapata: Roberto,21
Ulloa Aguillón: Jorge,Van Rysselberghe Herrera: Enrique,21
Flores García: Iván,Walker Prieto: Matías,21
Alvarez-Salamanca Ramírez: Pedro Pablo,Barros Montero: Ramón,21
Hernando Pérez: Marcela,Pascal Allende: Denise,21
Fernández Allende: Maya,Pascal Allende: Denise,21
Kort Garriga: Issa Farid,Urrutia Bonilla: Ignacio,21
Hernando Pérez: Marcela,Poblete Zapata: Roberto,21
Andrade Lara: Osvaldo,Vallespín López: Patricio,21
Berger Fett: Bernardo,Monckeberg Díaz: Nicolás,21
Kast Rist: José Antonio,Sandoval Plaza: David,21
Coloma Alamos: Juan Antonio,Turres Figueroa: Marisol,21
Vallespín López: Patricio,Walker Prieto: Matías,21
Letelier Norambuena: Felipe,Silber Romo: Gabriel,21
Hernando Pérez: Marcela,Jiménez Fuentes: Tucapel,21
Carvajal Ambiado: Loreto,Espinosa Monardes: Marcos,21
Fernández Allende: Maya,Mirosevic Verdugo: Vlado,21
Barros Montero: Ramón,Van Rysselberghe Herrera: Enrique,21
Andrade Lara: Osvaldo,Monsalve Benavides: Manuel,21
Ceroni Fuentes: Guillermo,Letelier Norambuena: Felipe,21
Melero Abaroa: Patricio,Van Rysselberghe Herrera: Enrique,21
Arriagada Macaya: Claudio,Fuentes Castillo: Iván,21
Arriagada Macaya: Claudio,Auth Stewart: Pepe,21
Jarpa Wevar: Carlos Abel,Pérez Arriagada: José,21
Ulloa Aguillón: Jorge,Urrutia Bonilla: Ignacio,21
Hasbún Selume: Gustavo,Silva Méndez: Ernesto,21
Jiménez Fuentes: Tucapel,Núñez Arancibia: Daniel,21
Barros Montero: Ramón,Sandoval Plaza: David,21
Arriagada Macaya: Claudio,Saffirio Espinoza: René,21
Jiménez Fuentes: Tucapel,Vallejo Dowling: Camila,21
Hernández Hernández: Javier,Ulloa Aguillón: Jorge,21
Saffirio Espinoza: René,Torres Jeldes: Víctor,20
Gutiérrez Gálvez: Hugo,Saffirio Espinoza: René,20
Andrade Lara: Osvaldo,Sepúlveda Orbenes: Alejandra,20
Fuentes Castillo: Iván,Provoste Campillay: Yasna,20
Cicardini Milla: Daniella,Farías Ponce: Ramón,20
Espinosa Monardes: Marcos,Farcas Guendelman: Daniel,20
Kast Rist: José Antonio,Trisotti Martínez: Renzo,20
Espinosa Monardes: Marcos,Sepúlveda Orbenes: Alejandra,20
Kast Rist: José Antonio,Silva Méndez: Ernesto,20
Gutiérrez Pino: Romilio,Kast Rist: José Antonio,20
Kort Garriga: Issa Farid,Melero Abaroa: Patricio,20
Fernández Allende: Maya,Melo Contreras: Daniel,20
Melero Abaroa: Patricio,Urrutia Soto: Osvaldo,20
Poblete Zapata: Roberto,Rocafull López: Luis,20
Fuenzalida Figueroa: Gonzalo,Nogueira Fernández: Claudia,20
Farcas Guendelman: Daniel,Sabat Fernández: Marcela,20
Berger Fett: Bernardo,Kast Sommerhoff: Felipe,20
Hoffmann Opazo: María José,Silva Méndez: Ernesto,20
Gutiérrez Pino: Romilio,Nogueira Fernández: Claudia,20
Farcas Guendelman: Daniel,Meza Moncada: Fernando,20
Guillier Álvarez: Alejandro,Ossandón Irarrázabal: Manuel José,20
Farías Ponce: Ramón,Jiménez Fuentes: Tucapel,20
Ojeda Uribe: Sergio,Sabag Villalobos: Jorge,20
Andrade Lara: Osvaldo,Rincón González: Ricardo,20
Campos Jara: Cristián,Carvajal Ambiado: Loreto,20
Chahin Valenzuela: Fuad,Chávez Velásquez: Marcelo,20
Girardi Lavín: Cristina,Robles Pantoja: Alberto,20
Poblete Zapata: Roberto,Soto Ferrada: Leonardo,20
Espinosa Monardes: Marcos,Farías Ponce: Ramón,20
Fernández Allende: Maya,Monsalve Benavides: Manuel,20
Carmona Soto: Lautaro,Walker Prieto: Matías,20
Pilowsky Greene: Jaime,Rincón González: Ricardo,20
Kort Garriga: Issa Farid,Van Rysselberghe Herrera: Enrique,20
Teillier Del Valle: Guillermo,Torres Jeldes: Víctor,20
Kast Sommerhoff: Felipe,Monckeberg Bruner: Cristián,20
Poblete Zapata: Roberto,Teillier Del Valle: Guillermo,20
Alvarado Ramírez: Miguel Ángel,Silber Romo: Gabriel,20
Hernando Pérez: Marcela,Mirosevic Verdugo: Vlado,20
Carvajal Ambiado: Loreto,Jarpa Wevar: Carlos Abel,20
Gutiérrez Gálvez: Hugo,Letelier Norambuena: Felipe,20
Alvarez-Salamanca Ramírez: Pedro Pablo,Macaya Danús: Javier,20
Arriagada Macaya: Claudio,Melo Contreras: Daniel,20
Alvarado Ramírez: Miguel Ángel,Ceroni Fuentes: Guillermo,20
Ojeda Uribe: Sergio,Sepúlveda Orbenes: Alejandra,20
Gutiérrez Gálvez: Hugo,Soto Ferrada: Leonardo,20
Campos Jara: Cristián,Vallespín López: Patricio,20
García Huidobro Sanfuentes: Alejandro,Ossandón Irarrázabal: Manuel José,20
Arriagada Macaya: Claudio,Girardi Lavín: Cristina,20
Meza Moncada: Fernando,Silber Romo: Gabriel,20
Fuenzalida Figueroa: Gonzalo,Monckeberg Díaz: Nicolás,20
Kort Garriga: Issa Farid,Lavín León: Joaquín,19
Aguiló Melo: Sergio,Jiménez Fuentes: Tucapel,19
Arriagada Macaya: Claudio,Soto Ferrada: Leonardo,19
Cicardini Milla: Daniella,Pascal Allende: Denise,19
Espinosa Monardes: Marcos,Walker Prieto: Matías,19
Auth Stewart: Pepe,Campos Jara: Cristián,19
Chahin Valenzuela: Fuad,Espejo Yaksic: Sergio,19
Espinosa Monardes: Marcos,Rincón González: Ricardo,19
Boric Font: Gabriel,Jackson Drago: Giorgio,19
Arriagada Macaya: Claudio,Silber Romo: Gabriel,19
Barros Montero: Ramón,Gutiérrez Pino: Romilio,19
Kort Garriga: Issa Farid,Trisotti Martínez: Renzo,19
Rincón González: Ricardo,Sabag Villalobos: Jorge,19
Gutiérrez Pino: Romilio,Urrutia Bonilla: Ignacio,19
Fuentes Castillo: Iván,Torres Jeldes: Víctor,19
Chahin Valenzuela: Fuad,Vallespín López: Patricio,19
Flores García: Iván,Pilowsky Greene: Jaime,19
Goic Boroevic: Carolina,Muñoz D`Albora: Adriana,19
Lavín León: Joaquín,Turres Figueroa: Marisol,19
Andrade Lara: Osvaldo,Fernández Allende: Maya,19
Provoste Campillay: Yasna,Rincón González: Ricardo,19
Letelier Norambuena: Felipe,Meza Moncada: Fernando,19
Farcas Guendelman: Daniel,Nogueira Fernández: Claudia,19
Fuentes Castillo: Iván,Pascal Allende: Denise,19
Pilowsky Greene: Jaime,Torres Jeldes: Víctor,19
Sepúlveda Orbenes: Alejandra,Vallespín López: Patricio,19
Andrade Lara: Osvaldo,Campos Jara: Cristián,19
Campos Jara: Cristián,Carmona Soto: Lautaro,19
Jiménez Fuentes: Tucapel,Torres Jeldes: Víctor,19
Carvajal Ambiado: Loreto,Torres Jeldes: Víctor,19
Jiménez Fuentes: Tucapel,Saffirio Espinoza: René,19
Rubilar Barahona: Karla,Sepúlveda Orbenes: Alejandra,19
Alvarez Vera: Jenny,Pacheco Rivas: Clemira,19
Kast Rist: José Antonio,Turres Figueroa: Marisol,19
Arriagada Macaya: Claudio,Teillier Del Valle: Guillermo,19
Barros Montero: Ramón,Kast Rist: José Antonio,19
Arriagada Macaya: Claudio,Morano Cornejo: Juan Enrique,19
Melo Contreras: Daniel,Vallejo Dowling: Camila,19
Barros Montero: Ramón,Urrutia Soto: Osvaldo,19
Morano Cornejo: Juan Enrique,Pilowsky Greene: Jaime,19
Hoffmann Opazo: María José,Torres Jeldes: Víctor,19
Ojeda Uribe: Sergio,Rincón González: Ricardo,19
Nogueira Fernández: Claudia,Ulloa Aguillón: Jorge,19
Provoste Campillay: Yasna,Vallejo Dowling: Camila,19
Campos Jara: Cristián,Silber Romo: Gabriel,19
Barros Montero: Ramón,Nogueira Fernández: Claudia,19
Flores García: Iván,Jarpa Wevar: Carlos Abel,19
Gahona Salazar: Sergio,Ulloa Aguillón: Jorge,19
Allende Bussi: Isabel,Harboe Bascuñán: Felipe,19
Jiménez Fuentes: Tucapel,Teillier Del Valle: Guillermo,19
Melo Contreras: Daniel,Poblete Zapata: Roberto,19
Horvath Kiss: Antonio,Pérez San Martín: Lily,19
Chávez Velásquez: Marcelo,Walker Prieto: Matías,18
Kast Sommerhoff: Felipe,Rathgeb Schifferli: Jorge,18
Jiménez Fuentes: Tucapel,Sepúlveda Orbenes: Alejandra,18
Alvarez-Salamanca Ramírez: Pedro Pablo,Hoffmann Opazo: María José,18
Jiménez Fuentes: Tucapel,Pascal Allende: Denise,18
Monckeberg Díaz: Nicolás,Paulsen Kehr: Diego,18
Arriagada Macaya: Claudio,Provoste Campillay: Yasna,18
Provoste Campillay: Yasna,Vallespín López: Patricio,18
Farcas Guendelman: Daniel,Monckeberg Bruner: Cristián,18
Kort Garriga: Issa Farid,Urrutia Soto: Osvaldo,18
Ossandón Irarrázabal: Manuel José,Tuma Zedán: Eugenio,18
Cicardini Milla: Daniella,Melo Contreras: Daniel,18
Fuenzalida Figueroa: Gonzalo,Silber Romo: Gabriel,18
Barros Montero: Ramón,Macaya Danús: Javier,18
Provoste Campillay: Yasna,Saffirio Espinoza: René,18
Morano Cornejo: Juan Enrique,Rincón González: Ricardo,18
Jarpa Wevar: Carlos Abel,Rincón González: Ricardo,18
Mirosevic Verdugo: Vlado,Torres Jeldes: Víctor,18
Andrade Lara: Osvaldo,Squella Ovalle: Arturo,18
Lavín León: Joaquín,Urrutia Soto: Osvaldo,18
Alvarez Vera: Jenny,Carvajal Ambiado: Loreto,18
Alvarez-Salamanca Ramírez: Pedro Pablo,Molina Oliva: Andrea,18
Carvajal Ambiado: Loreto,Núñez Lozano: Marco Antonio,18
Chávez Velásquez: Marcelo,Vallespín López: Patricio,18
Barros Montero: Ramón,Melero Abaroa: Patricio,18
Auth Stewart: Pepe,Sepúlveda Orbenes: Alejandra,18
Farías Ponce: Ramón,Rubilar Barahona: Karla,18
Chahin Valenzuela: Fuad,Soto Ferrada: Leonardo,18
Monckeberg Bruner: Cristián,Saffirio Espinoza: René,18
Chahin Valenzuela: Fuad,Pilowsky Greene: Jaime,18
Ceroni Fuentes: Guillermo,Rincón González: Ricardo,18
García García: René Manuel,Sepúlveda Orbenes: Alejandra,18
Kast Rist: José Antonio,Urrutia Bonilla: Ignacio,18
Andrade Lara: Osvaldo,Pascal Allende: Denise,18
Jackson Drago: Giorgio,Vallejo Dowling: Camila,18
García García: René Manuel,Kast Sommerhoff: Felipe,18
Torres Jeldes: Víctor,Vallejo Dowling: Camila,18
Macaya Danús: Javier,Turres Figueroa: Marisol,18
Fernández Allende: Maya,Jiménez Fuentes: Tucapel,18
Farcas Guendelman: Daniel,Jiménez Fuentes: Tucapel,18
Saffirio Espinoza: René,Vallespín López: Patricio,17
Barros Montero: Ramón,Kort Garriga: Issa Farid,17
Guillier Álvarez: Alejandro,Horvath Kiss: Antonio,17
Hernando Pérez: Marcela,Molina Oliva: Andrea,17
Fernández Allende: Maya,Schilling Rodríguez: Marcelo,17
Monckeberg Díaz: Nicolás,Núñez Urrutia: Paulina,17
Chahuán Chahuán: Francisco,Horvath Kiss: Antonio,17
Farías Ponce: Ramón,Sandoval Plaza: David,17
Fernández Allende: Maya,Rubilar Barahona: Karla,17
Cariola Oliva: Karol,Carvajal Ambiado: Loreto,17
Chahin Valenzuela: Fuad,Walker Prieto: Matías,17
Castro González: Juan Luis,Farcas Guendelman: Daniel,17
Hernando Pérez: Marcela,Pacheco Rivas: Clemira,17
Fernández Allende: Maya,Girardi Lavín: Cristina,17
Gahona Salazar: Sergio,Gutiérrez Pino: Romilio,17
Espinosa Monardes: Marcos,Fernández Allende: Maya,17
Farcas Guendelman: Daniel,Poblete Zapata: Roberto,17
Andrade Lara: Osvaldo,Chahin Valenzuela: Fuad,17
Meza Moncada: Fernando,Rincón González: Ricardo,17
Gutiérrez Pino: Romilio,Molina Oliva: Andrea,17
Poblete Zapata: Roberto,Torres Jeldes: Víctor,17
Farcas Guendelman: Daniel,Flores García: Iván,17
Rocafull López: Luis,Soto Ferrada: Leonardo,17
Hoffmann Opazo: María José,Ulloa Aguillón: Jorge,17
Silva Méndez: Ernesto,Van Rysselberghe Herrera: Enrique,17
Campos Jara: Cristián,Farías Ponce: Ramón,17
Morano Cornejo: Juan Enrique,Walker Prieto: Matías,17
Chahin Valenzuela: Fuad,Cornejo González: Aldo,17
Cicardini Milla: Daniella,Hernando Pérez: Marcela,17
Cornejo González: Aldo,Silber Romo: Gabriel,17
Trisotti Martínez: Renzo,Van Rysselberghe Herrera: Enrique,17
Jiménez Fuentes: Tucapel,Soto Ferrada: Leonardo,17
Ojeda Uribe: Sergio,Provoste Campillay: Yasna,17
Cicardini Milla: Daniella,Poblete Zapata: Roberto,17
Saffirio Espinoza: René,Sepúlveda Orbenes: Alejandra,17
Saffirio Espinoza: René,Walker Prieto: Matías,17
Cicardini Milla: Daniella,Espinosa Monardes: Marcos,17
Meza Moncada: Fernando,Torres Jeldes: Víctor,17
Godoy Ibáñez: Joaquín,Rubilar Barahona: Karla,17
Farcas Guendelman: Daniel,Santana Tirachini: Alejandro,17
Cariola Oliva: Karol,Girardi Lavín: Cristina,17
Monckeberg Bruner: Cristián,Rubilar Barahona: Karla,17
Monckeberg Díaz: Nicolás,Santana Tirachini: Alejandro,17
Núñez Arancibia: Daniel,Poblete Zapata: Roberto,17
Alvarado Ramírez: Miguel Ángel,Espinosa Monardes: Marcos,17
Hernández Hernández: Javier,Silva Méndez: Ernesto,17
Cicardini Milla: Daniella,Sepúlveda Orbenes: Alejandra,17
Chahin Valenzuela: Fuad,Torres Jeldes: Víctor,17
García García: René Manuel,Meza Moncada: Fernando,17
Auth Stewart: Pepe,Soto Ferrada: Leonardo,17
Farcas Guendelman: Daniel,Farías Ponce: Ramón,17
Allende Bussi: Isabel,Goic Boroevic: Carolina,17
Andrade Lara: Osvaldo,Gutiérrez Gálvez: Hugo,17
Allende Bussi: Isabel,Muñoz D`Albora: Adriana,17
Jiménez Fuentes: Tucapel,Pilowsky Greene: Jaime,17
Kast Sommerhoff: Felipe,Núñez Urrutia: Paulina,17
Coloma Alamos: Juan Antonio,Ulloa Aguillón: Jorge,17
Arriagada Macaya: Claudio,Cariola Oliva: Karol,17
Cornejo González: Aldo,Walker Prieto: Matías,17
Fernández Allende: Maya,Rocafull López: Luis,17
Alvarez-Salamanca Ramírez: Pedro Pablo,Ulloa Aguillón: Jorge,17
Jarpa Wevar: Carlos Abel,Sepúlveda Orbenes: Alejandra,17
Farcas Guendelman: Daniel,Torres Jeldes: Víctor,17
Alvarez-Salamanca Ramírez: Pedro Pablo,Gutiérrez Pino: Romilio,17
Macaya Danús: Javier,Urrutia Bonilla: Ignacio,17
Farcas Guendelman: Daniel,Núñez Lozano: Marco Antonio,17
Barros Montero: Ramón,Gahona Salazar: Sergio,17
Pacheco Rivas: Clemira,Sepúlveda Orbenes: Alejandra,17
Lavín León: Joaquín,Urrutia Bonilla: Ignacio,17
Alvarado Ramírez: Miguel Ángel,Girardi Lavín: Cristina,17
Melero Abaroa: Patricio,Urrutia Bonilla: Ignacio,17
Cornejo González: Aldo,Torres Jeldes: Víctor,17
Flores García: Iván,Vallespín López: Patricio,16
Monckeberg Bruner: Cristián,Rincón González: Ricardo,16
Gahona Salazar: Sergio,Melero Abaroa: Patricio,16
Cornejo González: Aldo,Farcas Guendelman: Daniel,16
Chahin Valenzuela: Fuad,Tuma Zedan: Joaquín,16
Ojeda Uribe: Sergio,Sandoval Plaza: David,16
Flores García: Iván,Meza Moncada: Fernando,16
Carvajal Ambiado: Loreto,Fernández Allende: Maya,16
Jiménez Fuentes: Tucapel,Ojeda Uribe: Sergio,16
Farías Ponce: Ramón,Hoffmann Opazo: María José,16
Auth Stewart: Pepe,Farías Ponce: Ramón,16
Pascal Allende: Denise,Torres Jeldes: Víctor,16
Chávez Velásquez: Marcelo,Ojeda Uribe: Sergio,16
Cornejo González: Aldo,Rincón González: Ricardo,16
Saffirio Espinoza: René,Squella Ovalle: Arturo,16
Fuentes Castillo: Iván,Pacheco Rivas: Clemira,16
Chahin Valenzuela: Fuad,Morano Cornejo: Juan Enrique,16
Núñez Lozano: Marco Antonio,Silber Romo: Gabriel,16
Campos Jara: Cristián,Ceroni Fuentes: Guillermo,16
Espejo Yaksic: Sergio,Farcas Guendelman: Daniel,16
Torres Jeldes: Víctor,Vallespín López: Patricio,16
Castro González: Juan Luis,Núñez Lozano: Marco Antonio,16
Poblete Zapata: Roberto,Schilling Rodríguez: Marcelo,16
Farcas Guendelman: Daniel,Sepúlveda Orbenes: Alejandra,16
Trisotti Martínez: Renzo,Urrutia Bonilla: Ignacio,16
Castro González: Juan Luis,Letelier Norambuena: Felipe,16
Hernando Pérez: Marcela,Jaramillo Becker: Enrique,16
Jiménez Fuentes: Tucapel,Monsalve Benavides: Manuel,16
Norambuena Farías: Iván,Turres Figueroa: Marisol,16
Andrade Lara: Osvaldo,Ceroni Fuentes: Guillermo,16
Cornejo González: Aldo,Saffirio Espinoza: René,16
Nogueira Fernández: Claudia,Silva Méndez: Ernesto,16
Castro González: Juan Luis,Sepúlveda Orbenes: Alejandra,16
Cariola Oliva: Karol,Castro González: Juan Luis,16
Cornejo González: Aldo,Provoste Campillay: Yasna,16
Auth Stewart: Pepe,Browne Urrejola: Pedro,16
Ojeda Uribe: Sergio,Saffirio Espinoza: René,16
Flores García: Iván,Pérez Arriagada: José,16
Auth Stewart: Pepe,Tuma Zedan: Joaquín,16
Chahuán Chahuán: Francisco,Girardi Lavín: Guido,16
Kast Sommerhoff: Felipe,Santana Tirachini: Alejandro,16
Pérez Lahsen: Leopoldo,Sabag Villalobos: Jorge,16
Hernández Hernández: Javier,Pérez Lahsen: Leopoldo,16
Sepúlveda Orbenes: Alejandra,Teillier Del Valle: Guillermo,16
Carmona Soto: Lautaro,Sepúlveda Orbenes: Alejandra,16
Rubilar Barahona: Karla,Sabat Fernández: Marcela,16
Jiménez Fuentes: Tucapel,Robles Pantoja: Alberto,15
Nogueira Fernández: Claudia,Rubilar Barahona: Karla,15
Andrade Lara: Osvaldo,Cariola Oliva: Karol,15
Arriagada Macaya: Claudio,Vallejo Dowling: Camila,15
Chahin Valenzuela: Fuad,Monckeberg Bruner: Cristián,15
De Mussy Hiriart: Felipe,Macaya Danús: Javier,15
Alvarez Vera: Jenny,Hernando Pérez: Marcela,15
Sandoval Plaza: David,Santana Tirachini: Alejandro,15
Morano Cornejo: Juan Enrique,Sepúlveda Orbenes: Alejandra,15
Soto Ferrada: Leonardo,Vallejo Dowling: Camila,15
Gutiérrez Pino: Romilio,Lavín León: Joaquín,15
Vallejo Dowling: Camila,Vallespín López: Patricio,15
Macaya Danús: Javier,Squella Ovalle: Arturo,15
Rincón González: Ricardo,Sepúlveda Orbenes: Alejandra,15
Farías Ponce: Ramón,Silber Romo: Gabriel,15
Browne Urrejola: Pedro,Pilowsky Greene: Jaime,15
Silva Méndez: Ernesto,Urrutia Soto: Osvaldo,15
Campos Jara: Cristián,Espinosa Monardes: Marcos,15
Boric Font: Gabriel,Jiménez Fuentes: Tucapel,15
Melo Contreras: Daniel,Meza Moncada: Fernando,15
Alvarez Vera: Jenny,Sepúlveda Orbenes: Alejandra,15
Browne Urrejola: Pedro,Monckeberg Díaz: Nicolás,15
Chahin Valenzuela: Fuad,Sabag Villalobos: Jorge,15
Chahin Valenzuela: Fuad,Flores García: Iván,15
Sabag Villalobos: Jorge,Walker Prieto: Matías,15
Jarpa Wevar: Carlos Abel,Jiménez Fuentes: Tucapel,15
Alvarez Vera: Jenny,Meza Moncada: Fernando,15
Jiménez Fuentes: Tucapel,Meza Moncada: Fernando,15
Fernández Allende: Maya,Hernando Pérez: Marcela,15
González Torres: Rodrigo,Torres Jeldes: Víctor,15
Girardi Lavín: Cristina,Letelier Norambuena: Felipe,15
Flores García: Iván,Saffirio Espinoza: René,15
Espinosa Monardes: Marcos,Torres Jeldes: Víctor,15
Fuentes Castillo: Iván,Vallespín López: Patricio,15
Espinosa Monardes: Marcos,Lemus Aracena: Luis,15
Berger Fett: Bernardo,Sandoval Plaza: David,15
Monckeberg Bruner: Cristián,Squella Ovalle: Arturo,15
Farías Ponce: Ramón,Meza Moncada: Fernando,15
Coloma Alamos: Juan Antonio,Squella Ovalle: Arturo,15
